Handle,Name,Status,Address Line 1,Address Line 2,Postal/ZIP Code,City,State/Province/Region,Country,Phone,Email,Website,Image URL,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Page Title,Page Description,Meta Title,Meta Description,Latitude,Longitude,Priority,Name - FR,Page Title - FR,Page Description - FR,Name - ZH-CN,Page Title - ZH-CN,Page Description - ZH-CN,Name - ES,Page Title - ES,Page Description - ES, Tags,Custom Brands,Custom Brands - FR,Custom Brands - ZH-CN,Custom Brands - ES,Custom Button title 1,Custom Button title 1 - FR,Custom Button title 1 - ZH-CN,Custom Button title 1 - ES,Custom Button URL 1,Custom Button URL 1 - FR,Custom Button URL 1 - ZH-CN,Custom Button URL 1 - ES,Custom Button title 2,Custom Button title 2 - FR,Custom Button title 2 - ZH-CN,Custom Button title 2 - ES,Custom Button URL 2,Custom Button URL 2 - FR,Custom Button URL 2 - ZH-CN,Custom Button URL 2 - ES,Brands
3028,柏萊士台灣分公司,TRUE,台北市松山區民生東路三段133號7樓D室,,105,台北市,,TW,02 8712 0896,,,,,,,,,,,,,,,25.0580626,121.5481798,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
918423397535269002,Tung-Hui Watch shop,TRUE,"No.71, Sec. 1, Fuxing S. Rd.",,10697,Taipei,Da’an,TW,02 2721 1155,,,,,,,,,,,,,,,25.0445668,121.5441424,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
62014309322140006,Formosa A1 Watch Shop,TRUE,"No.52, Sec. 4, Zhongxiao E. Rd.",,106,Da’an Dist,Taipei City,TW,02 2771 6797,,,,,,,,,,,,,,,25.0414432,121.5441093,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
1456,Yongda Clock & Watch,TRUE,"No.111, Zhongzheng Rd.",,265,Yilan County,Yilan County,TW,03 955 1615,,,,,,,,,,,,,,,24.6755370,121.7711249,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
7048607373161073843,Formosa Watch Co. - Hualien Branch,TRUE,"No. 106, Zhonghua Rd.,",,970004,Hualien City,Hualien County,Taiwan Region,03 836 2288,,https://formosawatchco-1625/rswi_5620-hualiencity-taiwanregion,,,,,,,,,,,,,23.9759183,121.6058697,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"BELL & ROSS, ROLEX"
1458,Pro Hopetime Watch Co.(TaiChung),TRUE,"No.222 Wuquan W. Rd., Sec. 2 - Nantun Dist",,40878,Taichung City,,TW,04 2475 3868,,,,,,,,,,,,,,,24.1246324,120.6701902,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
4304148853109189282,Formosa Watch Co. - Chiayi Branch,TRUE,"No. 196, Minsheng North Road",,600,Chiayi City,,TW,05 223 9291,,,,,,,,,,,,,,,23.4787714,120.4465130,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
2489,China Watch Shop,TRUE,"48, Zhongzheng Rd",,700,Tainan City,Tainan County,TW,06 220 9908,,,,,,,,,,,,,,,23.0294962,120.2553642,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
1472,Formosa Watch Co. - Wu Fu Branch,TRUE,"No. 149, Wufu 2nd Rd.,",,800003,Kaohsiung City,Kaohsiung City,Taiwan Region,07 261 4763,,https://formosawatchco-1625/rswi_5622-kaohsiungcity-taiwanregion,,,,,,,,,,,,,22.6236810,120.3032861,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"BELL & ROSS, ROLEX"
1474,Formosa Watch Shop (F306),TRUE,"No.170, Wufu 4Th Rd",,803,Kaohsiung City,Kaohsiung County,TW,07 551 8156,,,,,,,,,,,,,,,22.6235612,120.2839907,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
8976713659394427777,Global Timepieces Ltd,TRUE,"hop LG2-50, Festival Walk, 80 Tat Chee Avenue",,,Kowloon,Kowloon,HK,2265 7862,,,,,,,,,,,,,,,22.3373810,114.1744322,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
2440,Unique Timepieces,TRUE,"Shop No. 1043, Level 1, Shoppes at Venetian, Estrada da Baia de N. Senhora de Esperanca",,00852,Mong Kok,Kowloo,Hong Kong SAR,2625 1099,,https://uniquetimepieceswatchesholidingslimited-5472/rswi_16713-mongkok-hongkongsar,,,,,,,,,,,,,22.3226898,114.1692740,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"BELL & ROSS, ROLEX"
7413386584118402466,Oriental Watch Co. Ltd.,TRUE,"Shop B & C, G/F., Kowloon Building, 555 Nathan Road, Yau Ma Tei",,,Causeway bay,Central,HK,2545 4577,,,,,,,,,,,,,,,22.2852998,114.1552684,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
1488,Oriental Watch Co. Ltd.,TRUE,"Shop B & C, G/F., Kowloon Building, 555 Nathan Road, Yau Ma Tei",,,,,HK,2384 8103,,,,,,,,,,,,,,,22.3141684,114.1701775,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
2441,Oriental Watch Co. Ltd.,TRUE,"Shop 8 & 21, G/F & F6, 1/F, 27-47 Paterson Street, Fashion Walk",,,Causeway bay,,HK,2577 1332,,,,,,,,,,,,,,,22.2806596,114.1853565,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
1799913553251494924,Yes Watch Co. Ltd.,TRUE,"G/F., Yes & Right House,1 - 3 Mody Road","1-3 Mody Road, Tsim Sha Tsui",,Kowloon,Tsim Sha Tsui,Hong Kong SAR. China,2366 3288,,https://www.blancpain.com/en-us/points-sale/yes-watch-co-ltd,,,,,,,,,,,,,22.2971146,114.1730729,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/BLANCPAIN"">BLANCPAIN</A>",,,,,,,,,,,,,,,,,,,,"BELL & ROSS, BLANCPAIN"
2708822408606609598,Emperor Watch & Jewellery Co. Ltd.,TRUE,"Shops A, B, D2 and E2 on G/F, Harilela Mansion, 81 Nathan Road, Tsim Sha Tsui",Central,00852,Tsim Sha Tsui,Kowloon,Hong Kong SAR. China,2721 6121,,https://zurichwatchcoltd-1739/rswi_5601-tsimshatsui-hongkongsar,,,,,,,,,,,,,22.2974895,114.1719184,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/BLANCPAIN"">BLANCPAIN</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"BELL & ROSS, BLANCPAIN, ROLEX"
6819814906512406811,"RIGHT WATCH CO., LTD",TRUE,"G/F & 1/F., Causeway Corner, 18 Percival Street",,00852,Causeway Bay,Causeway Bay,Hong Kong SAR,2893 5290,,https://yesrighttradingcoltd-1721/rswi_5595-causewaybay-hongkongsar,,,,,,,,,,,,,22.2808258,114.1824566,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"BELL & ROSS, ROLEX"
9118093774821980002,Take Your Time Oriental Watch Company,TRUE,"Shop 1098-1099, First Level, Elements,1 Austin Road West,",,,Kowloon,Hong Kong,HK,2723 3360,,,,,,,,,,,,,,,22.3046472,114.1611085,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
4943527197429317519,Elegant Watch & Jewellery Co. Ltd.,TRUE,"Shop 326, 3/F., Times Square, 1 Matheson Street, Causeway Bay",,,Hong Kong,Causeway Bay,Hong Kong SAR. China,852 2111 9128,,https://www.blancpain.com/en-us/points-sale/elegant-watch-jewellery-co-ltd,,,,,,,,,,,,,22.2781510,114.1821136,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/BLANCPAIN"">BLANCPAIN</A>",,,,,,,,,,,,,,,,,,,,"BELL & ROSS, BLANCPAIN"
2444,Oriental Watch (Macau) Co. Ltd.,TRUE,"The Macau Square, Avenida do Infante D. Henrique, No. 47-53, Mac",,,"Macau SAR, CHINA",,MO,2871 7323,,,,,,,,,,,,,,,22.1915135,113.5413838,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
3484833528113828570,Watches of Switzerland Thiso Mall,TRUE,"Unit L1-05 , Thiso Mall , 10 Mai Chi Tho Street",,,Ho Chi Minh City,Thu Duc City,VN,028 3535 5948,,,,,,,,,,,,,,,10.7856108,106.7529138,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
1448,CORTINA WATCH IMAGO SHOPPING MALL,TRUE,"SPK G-04, Ground Floor Imago Shopping Mall KK Times Square Phase 2",,88100,Kota Kinabalu,Sabah,Malaysia,088-277 818,,https://cortinawatch-552/rswi_16966-kotakinabalu-malaysia,,,,,,,,,,,,,5.9708621,116.0663544,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"BELL & ROSS, ROLEX"
2604,Cortina Ladprao Bangkok,TRUE,"Room 103, 1st Floor, Central Plaza Ladprao",1697 Phahonyothin Road,10900,BANGKOK,,TH,02 937 0890,,,,,,,,,,,,,,,13.8166552,100.5611581,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
3797296342004108989,Roi Puissance Rangnam,TRUE,"8 King Power Complex, Rangnam Road, Phayathai, Ratchathewi",,10400,Ratchathewi,,TH,,,,,,,,,,,,,,,,13.7599295,100.5379968,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
8376683645500197766,Blancpain Pop-up Boutique Central Embassy,TRUE,"Central Embassy, Unit L1-11/1, level 1, 1031 Ploenchit Road, Lumpini, Pathumwan",Lumpini,10330,Pathumwan,,Thailand,02 160 5645,boutique.bangkok@blancpain.com,https://www.blancpain.com/en-us/points-sale/blancpain-pop-boutique-central-embassy,,,,,,,,,,,,,13.7437483,100.5465903,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/BLANCPAIN"">BLANCPAIN</A>",,,,,,,,,,,,,,,,,,,,"BELL & ROSS, BLANCPAIN"
4378419947796201796,CORTINA - GURNEY PLAZA,TRUE,"170-G-02, Ground Floor, Gurney Plaza, Gurney Dr, Crystal Garden",,10250,George Town,Penang,MY,04-227 1026,,,,,,,,,,,,,,,5.4287817,100.3207271,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
2622,WATATIME,TRUE,"LOT NO. F51, 1st FLOOR, IPOH PARADE, 105 JALAN SULTAN ABDUL JALI",,46150,KUALA LUMPUR,,MY,03-7492 2368,,,,,,,,,,,,,,,3.0727824,101.6075529,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
2625,WATATIME,TRUE,"Lot 2.51.00, LEVEL 2, THE PAVILION SHOPPING CENTRE, 168 JALAN BU",,,KUALA LUMPUR,,MY,03-2284 4228,,,,,,,,,,,,,,,3.1307100,101.7191400,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
2626,WATATIME,TRUE,"LOT NO. F51, 1st FLOOR, IPOH PARADE, 105 JALAN SULTAN ABDUL JALI",,,IPOH,,MY,05-246 0749,,,,,,,,,,,,,,,4.5959134,101.0900944,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
100929641349174242,Sincere Fine Watches @ Pavilion KL,TRUE,"Lot 2.01.06 & 2.01.07, Level 2, Pavilion Kuala Lumpur 168, Jalan Bukit Bintang","Lot 3.46.00, Level 3, Pavilion Kuala Lumpur",55100,Kuala Lumpur,,MY,03-2142 9977,,https://malaysia/kuala-lumpur/168-jalan-bukit-bintang,,,,,,,,,,,,,3.1489607,101.7134125,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
10076361,Audemars Piguet Boutique Kuala Lumpur,TRUE,"Ug34, Adorn Floor, Starhill Gallery 181, Jalan Bukit Bintang,","Starhill Gallery, 181 Jalan Bukit Bintang",55100,Kuala Lumpur,Capital,Malaysia,+60 3-2142 8151,boutique.kualalumpur@audemarspiguet.com,https://www.blancpain.com/en-us/points-sale/cortina-starhill,,,,,,,,,,,,,3.1477441,101.7138491,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/AUDEMARS-PIGUET"">AUDEMARS PIGUET</A>, <a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/BLANCPAIN"">BLANCPAIN</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"AUDEMARS PIGUET, BELL & ROSS, BLANCPAIN, ROLEX"
6838899652916276487,SINCERE FINE WATCHES @ Fahrenheit 88,TRUE,"G03, Ground Floor, Fahrenheit 88, 179, Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur",,55100,Kuala Lumpur,Wilayah Persekutuan,MY,,,,,,,,,,,,,,,,3.1470703,101.7129950,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
1350970046837801101,SWISS WATCH GALLERY - 1 UTAMA,TRUE,"G-100, Ground Floor, Mid Valley Megamall, Lingkaran Syed Putra, Mid Valley",,59200,Kuala Lumpur,Malaysia,MY,03-2201 0030,,,,,,,,,,,,,,,3.1170185,101.6782114,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
3654958403200653537,CAPSULE par Watches of Switzerland,TRUE,78 Airport Boulevard #01-264,,819666,Singapore,,SG,6531 0898,,,,,,,,,,,,,,,1.3605351,103.9898770,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
4819142396983501921,Time Emporium T3 Sud,TRUE,"65 Airport Boulevard, Changi Airport Terminal 3 Departure/Transit Lounge North, #02-51",,819663,Singapour,,Singapore,6312 5196,,https://timeemporium.com,,,,,,,,,,,,,1.3562264,103.9861020,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/BLANCPAIN"">BLANCPAIN</A>",,,,,,,,,,,,,,,,,,,,"BELL & ROSS, BLANCPAIN"
786014687338673628,Time Emporium T4 Sud,TRUE,"10 Airport Boulevard, Changi Airport Terminal 4 Salon de départ/transit sud, #02-27",,819665,Singapour,,SG,6312 6971,,,,,,,,,,,,,,,1.3388392,103.9836213,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
7029850882456943419,All Watches Bugis,TRUE,200 Victoria Street,#01-104 Bugis Junction,188021,Singapore,,SG,6337 0669,,,,,,,,,,,,,,,1.3002500,103.8558400,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
2619,SINCERE FINE WATCHES - Suntec City Mall,TRUE,"3 Temasek Boulevard, #01-352/356",,038983,Singapore,,SG,6337 5150,,,,,,,,,,,,,,,1.2929800,103.8570400,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
2677,Cortina Watch - Paragon,TRUE,"290 Orchard Road, #01-13 Paragon Shopping Centre",290 Orchard Road,238859,Singapore,Central Region,Singapore,6235 0084,,https://cortinawatch-552/rswi_4022-orchard-singapore,,,,,,,,,,,,,1.3033700,103.8355500,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"BELL & ROSS, ROLEX"
2662,All Watches – WISMA ATRIA,TRUE,"435 Orchard Road, #01‐16",,238877,Singapore,,SG,6732 7673,,,,,,,,,,,,,,,1.3036800,103.8329000,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
1960,Cortina Watch - Raffles City,TRUE,252 North Bridge Road #01-36 - Raffles City Shopping Centre,,179103,Singapore,Central Region,Singapore,6339 9185,,https://www.blancpain.com/en-us/points-sale/cortina-watch-raffles-city,,,,,,,,,,,,,1.2939211,103.8533887,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/BLANCPAIN"">BLANCPAIN</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"BELL & ROSS, BLANCPAIN, ROLEX"
496426804957701749,Cortina Watch Capitol Singapore,TRUE,"15, Stamford Road #01-77/78/79/80",,178906,Singapore,,SG,6384 3250,,,,,,,,,,,,,,,1.2933203,103.8513856,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
1986,Watches of Switzerland - Vivo City,TRUE,1 Harbourfront Walk - #01-66,,098585,Singapore,,SG,6376 9727,,,,,,,,,,,,,,,1.2650400,103.8217600,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
1574,SWISS WATCH GALLERY – RESORT WORLD SENTOSA,TRUE,"Resort World Sentosa - 26 Sentosa Gateway, #02-109",,098138,Singapore,,SG,6723 8022,,,,,,,,,,,,,,,1.2569917,103.8226099,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
2588,INTime - Central Park,TRUE,"Jl. Letjen S. Parman No.28 Tj. Duren Sel., Grogol Petamburan",,11470,JAKARTA,,ID,(021) 56985156,,,,,,,,,,,,,,,-6.1762847,106.7917628,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
2460,INTime - Grand Indonesia,TRUE,Jl. Mh Thamrin No. 1,,10310,Jakarta,,ID,(021) 23581208,,,,,,,,,,,,,,,-6.1952584,106.8190756,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
1463,INTime - Senayan City,TRUE,"Ground floor, Unit G-81 & G-83 Jalan Asia Afrika Lot 19 Senayan City",,10270,Jakarta,Jakarta,Indonesia,(021) 72782181,,https://intime-885/rswi_11301-jakarta-indonesia,,,,,,,,,,,,,-6.2271849,106.7972822,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"BELL & ROSS, ROLEX"
2461,INTime - Pondok Indah Mall 2,TRUE,Pondok Indah Mall 2,,12310,Jakarta,,ID,(021) 75920797,,,,,,,,,,,,,,,-6.2655371,106.7843390,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
7808804190163305463,INTIME - 23 PASKAL,TRUE,23 Paskal Shopping Center Level 1 Unit No. L1#59 Jalan Pasir Kaliki No.25-27,"Kb. Jeruk, Kec. Andir",40241,Kota Bandung,Jawa Barat,ID,(022) 63185001,,,,,,,,,,,,,,,-6.9153751,107.5975304,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
8784102895825250462,Ethos SUMMIT,TRUE,"UNIT NO. 2 & 3, GROUND FLOOR, THE COLLECTION UB CITY, VITTAL MALLYA ROAD, BANGALORE","Tagore Garden, Tilak Nagar",142027,Chandigarh,Punjab,IN,0172 466 3008,,https://-,,,,,,,,,,,,,30.8966670,75.7505494,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
4789835206394598871,ETHOS SUMMIT,TRUE,"G-9A, Palladium, High Street Phoenix, 462, SB Marg, Lower Pare",,,Mumbai,,IN,,,,,,,,,,,,,,,,18.9947440,72.8245993,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
2080281724295017703,ETHOS SUMMIT,TRUE,"UG 32, Phoenix Market City, Viman Nagar Road",,,Pune,,IN,020 6689 0623,,,,,,,,,,,,,,,18.5622540,73.9166943,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
2829541290908845926,Ethos Summit,TRUE,"G-4 & UG-4, Solaris, Opp. Big Bazaar, Piplod Dumas Road",,,Surat,,IN,,,,,,,,,,,,,,,,21.1587527,72.7709348,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
7345115132452682239,ETHOS SUMMIT,TRUE,"UG-34, Phoenix Citadel Mall, MR 10 Road, Khajrana",,,Indore,,IN,,,,,,,,,,,,,,,,22.7462677,75.9347817,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
7241620987261052090,Ethos Summit,TRUE,"111, The Chanakya, YPCC, Chanakyapuri",,,New Delhi,,IN,,,,,,,,,,,,,,,,28.5974760,77.1762610,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
2203373969614633540,Ethos Summit,TRUE,"Unit No. SH/GF/25, Ground Floor, Pacific Mall, Najafgarh Road","Tagore Garden, Tilak Nagar",,New Delhi,,IN,,,,,,,,,,,,,,,,28.6572986,77.1417198,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
1943186720052616018,Ethos Summit,TRUE,"G-14, Plot No A-3, Saket District Centre",Select City Walk,,New Delhi,,IN,,,,,,,,,,,,,,,,28.5292912,77.2195601,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
6599570425681323840,Ethos Summit,TRUE,"Ground Floor – B115, DLF Mall of India",Sector 18,,Noida,,IN,,,,,,,,,,,,,,,,28.5670716,77.3211340,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
4377381135181142958,ETHOS SUMMIT,TRUE,"Unit No G-10, Ground Floor, Elante Mall 178-178A, Industrial Area Phase I",,,Chandigarh,,IN,0172 466 3008,,,,,,,,,,,,,,,30.7054930,76.8012561,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
9059938441948299578,Ethos Summit,TRUE,"G 2-3, Ground floor, The Collection - U.B City","Vittal Mallya Rd, KG Halli, D’ Souza Layout, Ashok Nagar",,Bengaluru,,IN,,,,,,,,,,,,,,,,12.9702758,77.6000976,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
7774152813581536085,Ethos Summit,TRUE,"Ground Floor, 3T54-05 Terminal 2",Kempegowda International Airport,,Bengaluru,,IN,,,,,,,,,,,,,,,,13.1988628,77.7169935,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
7348859094636565367,ETHOS SUMMIT,TRUE,"UG-16, Upper ground floor, Palladium Mall, #142, Velachery Main Road, Velachery",,,Chennai,,IN,044 6665 3836,,,,,,,,,,,,,,,12.9913128,80.2166172,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
